@relation 'pacman-data-weka.filters.unsupervised.attribute.Remove-R26,28-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C26-L5-weka.filters.unsupervised.attribute.AddExpression-Ea11-a1-NposxrelGUno-weka.filters.unsupervised.attribute.AddExpression-Ea12-a2-NposyrelGUno-weka.filters.unsupervised.attribute.AddExpression-Ea13-a1-NposxrelGDos-weka.filters.unsupervised.attribute.AddExpression-Ea14-a2-NposyrelGDos-weka.filters.unsupervised.attribute.AddExpression-Ea15-a1-NposxrelGTres-weka.filters.unsupervised.attribute.AddExpression-Ea16-a2-NposyrelGTres-weka.filters.unsupervised.attribute.AddExpression-Ea17-a1-NposxrelGCuatro-weka.filters.unsupervised.attribute.AddExpression-Ea18-a2-NposyrelGCuatro-weka.filters.unsupervised.attribute.Remove-R1-2,11-18-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24,16-weka.filters.unsupervised.attribute.Remove-R13'

@attribute LegalWest {0,1}
@attribute LegalEast {0,1}
@attribute LegalNorth {0,1}
@attribute LegalSouth {0,1}
@attribute GUno {True,False}
@attribute GDos {True,False}
@attribute GTres {True,False}
@attribute GCuatro {True,False}
@attribute distGUno numeric
@attribute distGDos numeric
@attribute distGTres numeric
@attribute distGCuatro numeric
@attribute movaleatorio {0,1}
@attribute distComida numeric
@attribute posxrelGUno numeric
@attribute posyrelGUno numeric
@attribute posxrelGDos numeric
@attribute posyrelGDos numeric
@attribute posxrelGTres numeric
@attribute posyrelGTres numeric
@attribute posxrelGCuatro numeric
@attribute posyrelGCuatro numeric
@attribute class {West,East,South,North,Stop}

@data
1,0,1,1,False,False,False,True,0,0,0,7,0,3,-10,-9,-8,-9,-6,-9,3,-4,West
1,0,1,1,False,False,False,True,0,0,0,7,1,3,-10,-9,-8,-9,-6,-9,3,-4,West
1,1,0,1,False,False,False,True,0,0,0,9,1,5,-9,-10,-7,-10,-5,-10,4,-5,West
1,1,0,0,False,False,False,True,0,0,0,10,1,6,-8,-10,-6,-10,-4,-10,5,-5,West
1,1,0,0,False,False,False,True,0,0,0,10,0,6,-8,-10,-6,-10,-4,-10,5,-5,West
1,1,0,0,False,False,False,True,0,0,0,11,1,7,-7,-10,-5,-10,-3,-10,6,-5,West
1,1,0,0,False,False,False,True,0,0,0,12,1,8,-6,-10,-4,-10,-2,-10,7,-5,West
1,1,0,0,False,False,False,True,0,0,0,12,0,8,-6,-10,-4,-10,-2,-10,7,-5,West
1,1,0,0,False,False,False,True,0,0,0,12,1,8,-6,-10,-4,-10,-2,-10,7,-5,West
1,1,0,1,False,False,False,True,0,0,0,13,1,9,-5,-10,-3,-10,-1,-10,8,-5,West
1,1,1,1,False,False,False,True,0,0,0,11,1,9,-5,-8,-3,-8,-1,-8,8,-3,West
1,1,1,1,False,False,False,True,0,0,0,10,1,10,-5,-7,-3,-7,-1,-7,8,-2,West
1,1,1,0,False,False,False,True,0,0,0,9,1,11,-5,-6,-3,-6,-1,-6,8,-1,West
1,1,1,0,False,False,False,True,0,0,0,10,1,12,-4,-6,-2,-6,0,-6,9,-1,West
1,1,1,0,False,False,False,True,0,0,0,11,1,13,-3,-6,-1,-6,1,-6,10,-1,West
1,1,1,0,False,False,False,True,0,0,0,12,1,14,-2,-6,0,-6,2,-6,11,-1,West
1,1,0,1,False,False,False,True,0,0,0,13,1,11,-3,-8,-1,-8,1,-8,10,-3,West
1,1,0,1,False,False,False,True,0,0,0,14,0,12,-2,-8,0,-8,2,-8,11,-3,West
1,1,0,1,False,False,False,True,0,0,0,15,1,13,-1,-8,1,-8,3,-8,12,-3,West
1,0,1,1,False,False,False,True,0,0,0,6,1,6,-9,-7,-7,-7,-5,-7,4,-2,West
1,1,1,1,False,False,False,True,0,0,0,7,1,7,-8,-7,-6,-7,-4,-7,5,-2,West
1,1,1,1,False,False,False,True,0,0,0,8,1,8,-7,-7,-5,-7,-3,-7,6,-2,West
1,1,1,1,False,False,False,True,0,0,0,7,0,9,-7,-6,-5,-6,-3,-6,6,-1,West
1,1,1,1,False,False,False,True,0,0,0,8,1,8,-7,-7,-5,-7,-3,-7,6,-2,West
1,1,1,1,False,False,False,True,0,0,0,9,1,9,-6,-7,-4,-7,-2,-7,7,-2,West
1,1,0,1,False,False,False,True,0,0,0,8,1,6,-8,-8,-6,-8,-4,-8,5,-3,West
1,1,0,1,False,False,False,True,0,0,0,9,1,7,-7,-8,-5,-8,-3,-8,6,-3,West
1,0,1,1,False,False,False,True,0,0,0,4,1,8,-9,-5,-7,-5,-5,-5,4,0,West
1,0,1,1,False,False,False,True,0,0,0,4,1,8,-9,-5,-7,-5,-5,-5,4,0,West
1,1,1,1,False,False,False,True,0,0,0,6,1,8,-8,-6,-6,-6,-4,-6,5,-1,West
1,0,1,1,False,False,False,True,0,0,0,4,1,8,-9,-5,-7,-5,-5,-5,4,0,West
1,1,1,1,False,False,False,True,0,0,0,5,1,9,-9,-4,-7,-4,-5,-4,4,1,West
1,0,1,1,False,False,False,True,0,0,0,4,0,8,-9,-5,-7,-5,-5,-5,4,0,West
1,0,1,1,False,False,False,True,0,0,0,4,1,8,-9,-5,-7,-5,-5,-5,4,0,West
1,1,1,1,False,False,False,True,0,0,0,5,1,9,-8,-5,-6,-5,-4,-5,5,0,West
1,0,1,1,False,False,False,True,0,0,0,5,0,9,-10,-3,-8,-3,-6,-3,3,2,West
1,1,1,1,False,False,False,True,0,0,0,4,0,8,-15,-3,-13,-3,-11,-3,-2,2,West
1,1,1,1,False,False,False,True,0,0,0,3,0,7,-14,-3,-12,-3,-10,-3,-1,2,West
1,1,1,1,True,True,False,True,10,12,0,3,0,4,-8,-2,-9,3,-9,-8,-1,1,West
1,1,1,1,True,True,False,True,9,11,0,1,0,5,-7,-2,-8,3,-8,-8,-1,1,West
1,1,1,1,True,True,False,True,12,16,0,1,0,3,-8,-4,-11,5,-10,-8,-1,1,West
1,1,1,1,True,True,False,False,18,15,0,0,0,5,-11,-7,-12,3,-10,-10,0,1,West
1,1,1,1,True,True,False,False,17,15,0,0,0,6,-10,-7,-12,3,-9,-10,-7,-10,West
1,1,1,1,True,True,False,False,17,14,0,0,0,7,-9,-8,-11,3,-8,-10,-6,-10,West
1,1,1,1,True,True,False,False,15,12,0,0,0,8,-8,-7,-10,2,-7,-10,-5,-10,West
1,1,1,1,True,True,False,False,13,10,0,0,0,9,-7,-6,-9,1,-6,-10,-4,-10,West
1,1,1,1,True,True,False,False,12,9,0,0,0,10,-6,-6,-8,1,-5,-10,-3,-10,West
1,1,1,1,True,True,False,False,12,9,0,0,0,11,-5,-7,-8,1,-4,-10,-2,-10,West
1,1,1,1,True,True,False,False,12,7,0,0,0,12,-5,-7,-7,0,-3,-10,-1,-10,West
1,1,1,1,True,True,False,False,10,5,0,0,0,13,-3,-7,-5,0,-2,-10,0,-10,West
1,1,1,1,True,True,False,False,8,5,0,0,0,14,-2,-6,-4,1,-1,-10,1,-10,West
1,1,1,1,True,True,False,False,5,8,0,0,1,12,0,-5,-4,4,-1,-8,1,-8,West
1,1,0,1,True,True,False,False,7,7,0,0,1,13,2,-5,-3,4,0,-8,2,-8,West
1,1,0,1,True,True,False,False,9,6,0,0,0,14,4,-5,-2,4,1,-8,3,-8,West
1,1,1,1,True,True,False,False,6,10,0,0,0,13,-1,-5,-4,6,-1,-7,1,-7,West
1,1,1,1,True,True,False,False,3,11,0,0,0,17,-1,-2,-2,9,0,-4,2,-4,West
1,1,1,1,False,True,False,False,0,11,0,0,0,19,-3,-3,-1,10,1,-3,3,-3,West
1,1,1,1,False,True,False,False,0,4,0,0,1,16,-2,-7,1,3,2,-7,4,-7,West
1,1,1,1,False,True,False,False,0,6,0,0,1,18,-1,-6,2,4,3,-6,5,-6,West
1,1,1,1,False,True,False,False,0,5,0,0,1,17,-2,-6,0,5,2,-6,4,-6,West
1,1,1,1,False,True,False,False,0,7,0,0,0,16,-2,-7,-1,6,2,-7,4,-7,West
1,1,1,1,False,True,False,False,0,9,0,0,0,9,-8,-8,-7,2,-4,-8,-2,-8,West
1,1,1,1,False,True,False,False,0,8,0,0,0,10,-7,-8,-6,2,-3,-8,-1,-8,West
1,1,1,1,False,True,False,False,0,7,0,0,0,11,-6,-8,-5,2,-2,-8,0,-8,West
1,1,1,1,False,True,False,False,0,7,0,0,0,12,-5,-8,-4,3,-1,-8,1,-8,West
1,1,1,1,False,True,False,False,0,5,0,0,1,14,-4,-7,-2,3,0,-7,2,-7,West
1,1,1,1,False,True,False,False,0,11,0,0,0,17,-4,-4,-4,7,0,-4,2,-4,West
1,1,1,1,False,True,False,False,0,10,0,0,0,18,-3,-4,-3,7,1,-4,3,-4,West
1,1,1,1,False,True,False,False,0,8,0,0,0,19,-2,-4,-2,6,2,-4,4,-4,West
1,1,1,1,False,True,False,False,0,6,0,0,0,17,-2,-6,-1,5,2,-6,4,-6,West
1,1,1,1,False,True,False,False,0,4,0,0,0,16,-2,-7,-1,3,2,-7,4,-7,West
1,1,1,1,False,True,False,False,0,4,0,0,0,17,-1,-7,-1,3,3,-7,5,-7,West
1,1,1,1,False,True,False,False,0,6,0,0,0,16,-3,-6,-2,4,1,-6,3,-6,West
1,1,1,1,False,True,False,False,0,6,0,0,0,17,-2,-6,-2,4,2,-6,4,-6,West
1,1,1,1,False,True,False,False,0,4,0,0,0,15,-3,-7,-1,3,1,-7,3,-7,West
1,1,0,1,False,True,False,False,0,4,0,0,1,15,-2,-8,2,2,2,-8,4,-8,West
1,1,1,1,False,True,False,False,0,5,0,0,1,17,-1,-7,2,3,3,-7,5,-7,West
1,1,1,1,True,True,False,False,8,14,0,0,0,8,-8,0,-8,6,-8,-5,-6,-5,West
1,1,1,1,True,True,False,False,7,13,0,0,0,9,-7,0,-7,6,-7,-5,-5,-5,West
1,1,1,1,True,True,False,False,6,12,0,0,0,10,-6,0,-6,6,-6,-5,-4,-5,West
1,1,1,1,True,True,False,False,5,11,0,0,0,11,-5,0,-5,6,-5,-5,-3,-5,West
1,1,1,1,True,True,False,False,4,10,0,0,0,12,-4,0,-4,6,-4,-5,-2,-5,West
1,1,1,1,True,True,False,False,3,9,0,0,0,13,-3,0,-3,6,-3,-5,-1,-5,West
1,1,1,1,True,True,False,False,2,8,0,0,0,14,-2,0,-2,6,-2,-5,0,-5,West
1,1,1,1,True,True,False,False,1,7,0,0,0,15,-1,0,-1,6,-1,-5,1,-5,West
1,1,1,1,False,True,False,False,0,7,0,0,1,13,-6,-6,-2,5,-2,-6,0,-6,West
1,1,1,1,False,True,False,False,0,7,0,0,0,13,-6,-6,-2,5,-2,-6,0,-6,West
1,1,1,1,False,True,False,False,0,6,0,0,0,14,-5,-6,-1,5,-1,-6,1,-6,West
1,1,0,1,False,True,False,False,0,3,0,0,1,13,-4,-8,0,3,0,-8,2,-8,West
1,1,1,1,False,True,False,False,0,4,0,0,1,14,-4,-7,0,4,0,-7,2,-7,West
1,1,1,1,False,True,False,False,0,4,0,0,0,12,-6,-9,-2,2,-2,-9,0,-9,West
1,1,1,1,False,True,False,False,0,4,0,0,1,12,-6,-9,-2,2,-2,-9,0,-9,West
1,1,1,1,False,True,False,False,0,4,0,0,0,12,-7,-10,-3,1,-3,-10,-1,-10,West
1,1,1,1,False,True,False,False,0,3,0,0,0,13,-6,-10,-2,1,-2,-10,0,-10,West
1,1,1,1,False,True,False,False,0,2,0,0,0,14,-5,-10,-1,1,-1,-10,1,-10,West
1,1,0,0,True,True,True,True,6,7,13,15,1,-1,4,-2,7,0,10,-3,14,0,West
1,1,0,0,True,True,True,True,6,9,13,18,1,-1,3,-3,9,0,11,-2,16,-1,West
1,1,0,0,True,True,True,True,3,6,13,17,0,-1,1,-2,6,0,10,-3,15,-1,West
1,1,0,0,True,True,True,True,3,8,14,17,1,-1,1,-2,8,0,11,-3,16,-2,West
1,1,0,0,True,True,True,True,3,8,14,18,1,-1,0,-3,8,0,11,-3,15,-3,West
1,1,0,0,True,True,True,True,2,9,14,18,1,-1,0,-2,9,0,11,-3,15,-3,West
1,1,0,0,True,True,True,True,3,8,14,17,1,-1,-1,-2,8,0,11,-3,15,-3,West
1,1,0,0,True,True,True,True,4,9,12,17,1,-1,-2,-2,9,0,9,-3,14,-2,West
1,1,0,0,True,True,True,True,4,10,14,18,1,-1,-1,-3,10,0,11,-3,15,-3,West
1,1,0,0,True,True,True,True,3,11,14,18,1,-1,-1,-2,11,0,11,-3,16,-3,West
1,1,0,0,True,True,True,True,3,8,14,15,1,-1,-1,-2,8,0,12,-2,14,-2,West
1,1,1,0,False,True,True,True,0,10,16,16,0,-1,-1,-2,7,3,14,2,14,3,West
1,1,0,1,False,True,True,True,0,11,16,17,1,-1,-2,-3,9,2,15,1,15,2,West
1,1,0,1,False,True,True,True,0,12,16,17,1,-1,-1,-3,10,2,16,0,16,2,West
1,1,0,0,False,True,True,True,0,9,18,16,1,-1,-1,-5,9,0,15,-3,16,-1,West
1,1,0,0,False,True,True,True,0,10,18,15,1,-1,-1,-5,10,0,16,-2,16,0,West
1,1,0,1,False,True,True,True,0,9,13,13,0,-1,-5,-3,8,1,12,-1,11,2,West
1,1,0,1,False,True,True,True,0,10,13,14,1,-1,-4,-3,9,1,13,0,12,2,West
1,1,0,1,False,True,True,True,0,11,13,14,1,-1,-3,-3,10,-1,13,0,12,1,West
1,1,0,1,False,True,True,True,0,10,12,10,1,-1,-4,-3,8,2,12,0,9,2,West
1,1,0,1,False,True,True,True,0,10,12,11,1,-1,-3,-3,8,2,12,0,9,2,West
1,1,0,1,False,True,True,True,0,10,12,13,1,-1,-2,-3,8,2,12,0,10,2,West
1,1,0,1,False,True,True,True,0,10,12,13,0,-1,-2,-3,8,2,11,-1,12,2,West
1,1,1,0,False,True,True,True,0,9,10,13,1,-1,-4,-2,6,3,9,1,11,3,West
1,1,1,0,False,True,True,True,0,7,10,13,1,-1,-4,-2,4,3,9,1,11,3,West
1,1,1,0,False,True,True,True,0,8,10,14,1,-1,-3,-2,5,3,10,0,12,2,West
1,1,1,0,False,True,True,True,0,8,10,12,0,-1,-2,-2,5,3,10,0,12,1,West
1,1,1,0,False,True,True,True,0,8,8,11,1,-1,-4,-2,5,3,8,0,11,1,West
1,1,1,1,False,True,True,True,0,4,5,9,0,-1,-6,-3,2,2,5,0,8,0,West
1,1,0,1,False,True,True,True,0,5,7,7,1,-1,-7,-3,3,2,6,-1,7,-1,West
1,1,1,0,False,True,True,True,0,10,10,9,1,-1,-6,-2,7,3,10,0,8,0,West
1,1,1,0,False,True,True,True,0,9,10,10,1,-1,-6,-2,6,3,9,1,8,1,West
1,1,1,0,False,True,True,True,0,9,11,11,1,-1,-5,-2,6,3,10,1,10,1,West
1,1,1,0,False,True,True,True,0,12,10,11,1,-1,-4,-2,9,3,10,0,11,1,West
1,1,1,0,False,True,True,True,0,12,12,12,1,-1,-3,-2,9,3,11,1,12,0,West
1,1,1,0,False,True,True,True,0,14,12,14,0,-1,-2,-2,11,3,11,1,13,0,West
1,1,1,0,False,True,True,True,0,17,15,15,1,-1,-2,-2,14,3,15,0,13,1,West
1,1,0,1,False,True,True,True,0,18,18,17,1,-1,-1,-3,16,2,16,2,14,2,West
1,1,1,0,False,True,True,True,0,15,16,16,1,-1,-2,-2,13,2,15,1,14,3,West
1,1,1,0,False,True,True,True,0,14,15,15,1,-1,-1,-2,13,1,15,0,14,2,West
1,1,1,0,False,True,True,True,0,12,15,15,1,-1,-1,-2,12,0,15,0,13,1,West
1,1,0,1,False,True,True,True,0,14,17,14,1,-1,-1,-3,14,0,16,-1,14,-1,West
1,1,0,1,False,True,True,True,0,15,17,15,1,-1,-1,-3,14,1,16,1,15,0,West
1,1,0,1,False,True,True,True,0,8,16,11,1,-1,-3,-3,8,0,14,2,12,0,West
1,1,1,0,False,True,True,True,0,10,16,16,0,-1,-3,-2,9,1,13,3,12,3,West
1,1,0,1,False,True,True,True,0,10,15,16,1,-1,-2,-3,10,0,13,2,15,2,West
1,1,1,0,False,True,True,True,0,10,15,17,1,-1,-2,-2,10,0,13,2,15,1,West
1,1,1,0,False,True,True,True,0,11,16,17,1,-1,-2,-2,10,1,13,3,15,2,West
1,1,1,0,False,True,True,True,0,11,19,17,1,-1,-1,-2,10,1,16,3,16,1,West
1,1,0,1,False,True,True,True,0,9,17,14,1,-1,-1,-3,9,0,16,1,14,-1,West
1,1,0,1,False,True,True,True,0,5,14,7,1,-1,-3,-3,5,0,14,0,8,0,West
1,1,0,1,False,True,True,True,0,6,15,8,1,-1,-2,-3,6,0,15,0,8,0,West
1,1,1,0,False,True,True,False,0,2,8,0,1,-1,-9,-2,-2,0,5,3,-3,-2,West
1,1,1,0,False,False,True,False,0,0,10,0,0,-1,-8,-2,-6,-2,7,3,-2,-2,West
1,1,1,0,False,False,True,False,0,0,10,0,1,-1,-7,-2,-5,-2,8,2,-1,-2,West
1,1,1,0,False,False,True,False,0,0,8,0,1,-1,-8,-2,-6,-2,5,3,-2,-2,West
1,1,0,1,False,False,True,False,0,0,6,0,1,-1,-7,-3,-5,-3,6,0,-1,-3,West
1,1,1,1,False,False,True,False,0,0,6,0,1,-1,-6,-3,-4,-3,6,0,0,-3,West
1,1,1,0,False,False,True,False,0,0,7,0,0,-1,-7,-2,-5,-2,6,1,-1,-2,West
1,1,1,1,False,False,True,False,0,0,9,0,1,-1,-6,-3,-4,-3,8,-1,0,-3,West
1,1,0,1,False,False,True,False,0,0,11,0,1,-1,-5,-3,-3,-3,10,-1,1,-3,West
1,1,1,0,False,False,True,False,0,0,10,0,1,-1,-5,-2,-3,-2,10,0,1,-2,West
1,1,0,1,False,False,True,False,0,0,10,0,0,-1,-8,-3,-6,-3,8,2,-2,-3,West
1,1,1,0,False,False,True,False,0,0,11,0,1,-1,-7,-2,-5,-2,8,3,-1,-2,West
1,1,1,0,False,False,True,False,0,0,9,0,1,-1,-7,-2,-5,-2,8,1,-1,-2,West
1,1,1,0,False,False,True,False,0,0,9,0,1,-1,-6,-2,-4,-2,9,0,0,-2,West
1,1,1,0,False,False,True,False,0,0,9,0,1,-1,-5,-2,-3,-2,9,0,1,-2,West
1,1,1,0,False,False,True,False,0,0,8,0,1,-1,-7,-2,-5,-2,7,1,-1,-2,West
1,1,1,0,False,False,True,False,0,0,8,0,1,-1,-6,-2,-4,-2,7,1,0,-2,West
1,1,1,1,False,False,True,False,0,0,9,0,1,-1,-6,-3,-4,-3,8,-1,0,-3,West
1,1,1,1,False,False,True,False,0,0,8,0,1,-1,-6,-3,-4,-3,7,-1,0,-3,West
1,1,1,0,False,False,True,False,0,0,9,0,1,-1,-5,-2,-3,-2,8,1,1,-2,West
1,1,1,0,False,False,True,False,0,0,9,0,1,-1,-4,-2,-2,-2,9,0,2,-2,West
1,1,1,0,False,False,True,False,0,0,11,0,1,-1,-3,-2,-1,-2,10,1,3,-2,West
1,1,1,0,False,False,True,False,0,0,11,0,1,-1,-5,-2,-3,-2,8,3,1,-2,West
1,1,1,0,False,False,True,False,0,0,11,0,1,-1,-7,-2,-5,-2,8,3,-1,-2,West
1,1,1,0,False,False,True,False,0,0,11,0,1,-1,-7,-2,-5,-2,8,3,-1,-2,West
1,1,1,0,False,False,True,False,0,0,4,0,1,-1,-8,-2,-6,-2,4,0,-2,-2,West
1,1,0,1,False,False,True,False,0,0,5,0,1,-1,-7,-3,-5,-3,5,0,-1,-3,West
1,1,1,1,False,False,True,False,0,0,7,0,1,-1,-6,-3,-4,-3,7,0,0,-3,West
1,1,0,1,False,False,True,False,0,0,9,0,1,-1,-5,-3,-3,-3,9,0,1,-3,West
1,1,0,1,False,False,True,False,0,0,8,0,1,-1,-8,-3,-6,-3,7,1,-2,-3,West
1,1,0,1,False,False,True,False,0,0,9,0,1,-1,-8,-3,-6,-3,7,2,-2,-3,West
1,1,0,1,False,False,True,False,0,0,10,0,1,-1,-7,-3,-5,-3,8,2,-1,-3,West
1,1,1,1,False,False,True,False,0,0,10,0,1,-1,-6,-3,-4,-3,8,2,0,-3,West
1,1,1,1,False,False,True,False,0,0,11,0,1,-1,-6,-3,-4,-3,9,2,0,-3,West
1,1,1,0,False,False,True,False,0,0,11,0,1,-1,-9,-2,-7,-2,8,3,-3,-2,West
1,1,1,0,False,False,True,False,0,0,11,0,1,-1,-8,-2,-6,-2,9,2,-2,-2,West
1,1,1,0,False,False,True,False,0,0,12,0,1,-1,-7,-2,-5,-2,10,2,-1,-2,West
1,1,1,0,False,False,True,False,0,0,8,0,1,-1,-9,-2,-7,-2,7,1,-3,-2,West
1,1,0,1,False,False,True,False,0,0,7,0,1,-1,-9,-3,-7,-3,7,0,-3,-3,West
1,1,0,1,False,False,True,False,0,0,7,0,1,-1,-8,-3,-6,-3,7,0,-2,-3,West
1,1,0,1,False,False,True,False,0,0,4,0,1,-1,-12,-3,-10,-3,3,-1,-6,-3,West
1,1,0,1,False,False,True,False,0,0,4,0,1,-1,-11,-3,-9,-3,3,-1,-5,-3,West
1,1,0,1,False,False,True,False,0,0,4,0,1,-1,-10,-3,-8,-3,4,0,-4,-3,West
1,1,1,0,False,False,True,False,0,0,5,0,1,-1,-11,-2,-9,-2,4,1,-5,-2,West
1,1,1,0,False,False,True,False,0,0,4,0,1,-1,-10,-2,-8,-2,4,0,-4,-2,West
1,1,1,0,False,False,True,False,0,0,4,0,0,-1,-10,-2,-8,-2,3,1,-4,-2,West
1,1,1,0,False,False,True,False,0,0,4,0,1,-1,-10,-2,-8,-2,4,0,-4,-2,West
1,1,1,0,False,False,True,False,0,0,5,0,1,-1,-9,-2,-7,-2,4,1,-3,-2,West
1,1,0,1,False,False,True,False,0,0,6,0,1,-1,-8,-3,-6,-3,4,2,-2,-3,West
1,1,0,1,False,False,True,False,0,0,5,0,0,-1,-9,-3,-7,-3,5,0,-3,-3,West
1,1,1,0,False,False,True,False,0,0,8,0,1,-1,-8,-2,-6,-2,8,0,-2,-2,West
1,1,1,0,False,False,True,False,0,0,7,0,1,-1,-8,-2,-6,-2,7,0,-2,-2,West
1,1,0,1,False,False,True,False,0,0,7,0,1,-1,-8,-3,-6,-3,7,0,-2,-3,West
1,1,0,1,False,False,True,False,0,0,8,0,1,-1,-7,-3,-5,-3,8,0,-1,-3,West
1,1,0,0,False,False,True,False,0,0,13,0,1,-1,-7,-5,-5,-5,10,-3,-1,-5,West
1,1,0,1,False,False,True,False,0,0,14,0,1,-1,-6,-5,-4,-5,11,-3,0,-5,West
1,1,0,0,False,False,True,False,0,0,14,0,1,-1,-5,-5,-3,-5,12,-2,1,-5,West
1,1,0,0,False,False,True,False,0,0,15,0,1,-1,-4,-5,-2,-5,13,-2,2,-5,West
1,1,0,0,False,False,True,False,0,0,12,0,1,-1,-4,-5,-2,-5,12,0,2,-5,West
1,1,0,0,False,False,True,False,0,0,13,0,1,-1,-3,-5,-1,-5,13,0,3,-5,West
1,1,0,0,False,False,True,False,0,0,13,0,1,-1,-2,-5,0,-5,13,0,4,-5,West
1,1,0,0,False,False,True,False,0,0,13,0,0,-1,-1,-5,1,-5,13,0,5,-5,West
1,1,0,0,False,False,True,False,0,0,13,0,1,-1,-1,-5,1,-5,12,-1,5,-5,West
1,1,0,0,False,False,True,False,0,0,12,0,1,-1,-1,-5,1,-5,12,0,5,-5,West
1,1,0,0,False,False,True,False,0,0,14,0,1,-1,-1,-5,1,-5,12,-2,5,-5,West
1,1,0,0,False,False,True,False,0,0,16,0,1,-1,-1,-5,1,-5,13,-3,5,-5,West
1,1,0,0,False,False,True,False,0,0,14,0,1,-1,-1,-5,1,-5,12,-2,5,-5,West
1,1,0,0,False,False,True,False,0,0,15,0,1,-1,-1,-5,1,-5,12,-3,5,-5,West
1,1,0,0,False,False,True,False,0,0,14,0,1,-1,-4,-5,-2,-5,11,-3,2,-5,West
1,1,0,0,False,False,True,False,0,0,15,0,1,-1,-5,-5,-3,-5,12,-3,1,-5,West
1,1,0,0,False,False,True,False,0,0,15,0,1,-1,-4,-5,-2,-5,12,-3,2,-5,West
1,1,0,0,False,False,True,False,0,0,12,0,1,-1,-5,-5,-3,-5,9,-3,1,-5,West
1,1,0,0,False,False,True,False,0,0,12,0,1,-1,-4,-5,-2,-5,9,-3,2,-5,West
1,1,0,0,False,False,True,False,0,0,11,0,1,-1,-4,-5,-2,-5,8,-3,2,-5,West
1,1,0,0,False,False,True,False,0,0,11,0,1,-1,-4,-5,-2,-5,8,-3,2,-5,West
1,1,0,0,False,False,True,False,0,0,9,0,1,-1,-5,-5,-3,-5,7,-2,1,-5,West
1,1,0,0,False,False,True,False,0,0,8,0,1,-1,-5,-5,-3,-5,6,-2,1,-5,West
1,1,0,0,False,False,True,False,0,0,6,0,1,-1,-5,-5,-3,-5,4,-2,1,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-8,-5,-6,-5,3,-2,-2,-5,West
1,1,0,0,False,False,True,False,0,0,4,0,1,-1,-9,-5,-7,-5,1,-3,-3,-5,West
1,1,0,0,False,False,True,False,0,0,4,0,1,-1,-8,-5,-6,-5,2,-2,-2,-5,West
1,1,0,0,False,False,True,False,0,0,4,0,1,-1,-8,-5,-6,-5,1,-3,-2,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-11,-5,-9,-5,-3,-2,-5,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-10,-5,-8,-5,-3,-2,-4,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-11,-5,-9,-5,-3,-2,-5,-5,West
1,1,0,0,False,False,True,False,0,0,2,0,1,-1,-12,-5,-10,-5,0,-2,-6,-5,West
1,1,0,0,False,False,True,False,0,0,2,0,1,-1,-12,-5,-10,-5,1,-1,-6,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-11,-5,-9,-5,2,-3,-5,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-10,-5,-8,-5,2,-3,-4,-5,West
1,1,0,0,False,False,True,False,0,0,4,0,1,-1,-11,-5,-9,-5,2,-2,-5,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-10,-5,-8,-5,3,-2,-4,-5,West
1,1,0,0,False,False,True,False,0,0,6,0,0,-1,-9,-5,-7,-5,4,-2,-3,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-10,-5,-8,-5,3,-2,-4,-5,West
1,1,0,0,False,False,True,False,0,0,6,0,1,-1,-9,-5,-7,-5,3,-3,-3,-5,West
1,1,0,0,False,False,True,False,0,0,8,0,0,-1,-8,-5,-6,-5,5,-3,-2,-5,West
1,1,0,0,False,False,True,False,0,0,9,0,1,-1,-7,-5,-5,-5,6,-3,-1,-5,West
1,1,0,1,False,False,True,False,0,0,9,0,1,-1,-6,-5,-4,-5,6,-3,0,-5,West
1,1,0,0,False,False,True,False,0,0,11,0,1,-1,-5,-5,-3,-5,8,-3,1,-5,West
1,1,0,1,False,False,True,False,0,0,9,0,1,-1,-6,-5,-4,-5,6,-3,0,-5,West
1,1,0,0,False,False,True,False,0,0,7,0,1,-1,-5,-5,-3,-5,5,-2,1,-5,West
1,1,0,1,False,False,True,False,0,0,7,0,1,-1,-6,-5,-4,-5,4,-3,0,-5,West
1,1,0,0,False,False,True,False,0,0,7,0,0,-1,-7,-5,-5,-5,4,-3,-1,-5,West
1,1,0,1,False,False,True,False,0,0,6,0,1,-1,-8,-3,-6,-3,5,-1,-2,-3,West
1,1,1,0,False,False,True,False,0,0,7,0,0,-1,-7,-2,-5,-2,7,0,-1,-2,West
1,1,1,0,False,False,True,False,0,0,8,0,1,-1,-8,-2,-6,-2,7,1,-2,-2,West
1,1,0,1,False,False,True,False,0,0,5,0,1,-1,-8,-3,-6,-3,5,0,-2,-3,West
