@relation 'pacman-data-weka.filters.unsupervised.attribute.AddExpression-Ea11-a1-NposxrelGUno-weka.filters.unsupervised.attribute.AddExpression-Ea12-a2-NposyrelGUno-weka.filters.unsupervised.attribute.AddExpression-Ea13-a1-NposxrelGDos-weka.filters.unsupervised.attribute.AddExpression-Ea14-a2-NposyrelGDos-weka.filters.unsupervised.attribute.AddExpression-Ea15-a1-NposxrelGTres-weka.filters.unsupervised.attribute.AddExpression-Ea16-a2-NposyrelGTres-weka.filters.unsupervised.attribute.AddExpression-Ea17-a1-NposxrelGCuatro-weka.filters.unsupervised.attribute.AddExpression-Ea18-a2-NposyrelGCuatro-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35,36,28'

@attribute posx numeric
@attribute posy numeric
@attribute LegalWest {0,1}
@attribute LegalEast {0,1}
@attribute LegalNorth {0,1}
@attribute LegalSouth {0,1}
@attribute GUno {True,False}
@attribute GDos {True,False}
@attribute GTres {True,False}
@attribute GCuatro {True,False}
@attribute posxGUno numeric
@attribute posyGUno numeric
@attribute posxGDos numeric
@attribute posyGDos numeric
@attribute posxGTres numeric
@attribute posyGTres numeric
@attribute posxGCuatro numeric
@attribute posyGCuatro numeric
@attribute distGUno numeric
@attribute distGDos numeric
@attribute distGTres numeric
@attribute distGCuatro numeric
@attribute fantasmaCercano numeric
@attribute movaleatorio {0,1}
@attribute distComida numeric
@attribute score numeric
@attribute class {West,East,South,North,Stop}
@attribute posxrelGUno numeric
@attribute posyrelGUno numeric
@attribute posxrelGDos numeric
@attribute posyrelGDos numeric
@attribute posxrelGTres numeric
@attribute posyrelGTres numeric
@attribute posxrelGCuatro numeric
@attribute posyrelGCuatro numeric
@attribute scoreNext numeric

@data
10,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,10,6,0,9,0,1,5,152,South,-4,-6,-4,-2,-5,-10,4,-5,151
10,10,0,1,1,1,True,True,False,True,6,5,6,9,5,1,14,6,9,5,0,8,0,1,4,151,Stop,-4,-5,-4,-1,-5,-9,4,-4,150
10,10,0,1,1,1,True,True,False,True,6,5,6,9,5,1,14,6,9,5,0,8,0,1,4,150,East,-4,-5,-4,-1,-5,-9,4,-4,149
11,10,1,0,1,1,True,True,False,True,6,5,6,9,5,1,14,6,10,6,0,7,0,1,3,149,West,-5,-5,-5,-1,-6,-9,3,-4,148
10,10,0,1,1,1,True,True,False,True,6,5,6,9,5,1,14,6,9,5,0,8,0,1,4,148,North,-4,-5,-4,-1,-5,-9,4,-4,147
10,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,10,6,0,9,0,1,5,147,West,-4,-6,-4,-2,-5,-10,4,-5,146
9,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,9,5,0,10,0,1,6,146,West,-3,-6,-3,-2,-4,-10,5,-5,145
8,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,8,4,0,11,0,0,7,145,Stop,-2,-6,-2,-2,-3,-10,6,-5,144
8,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,8,4,0,11,0,1,7,144,West,-2,-6,-2,-2,-3,-10,6,-5,143
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,1,8,143,Stop,-1,-6,-1,-2,-2,-10,7,-5,142
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,1,8,142,Stop,-1,-6,-1,-2,-2,-10,7,-5,141
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,1,8,141,Stop,-1,-6,-1,-2,-2,-10,7,-5,140
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,1,8,140,Stop,-1,-6,-1,-2,-2,-10,7,-5,139
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,1,8,139,Stop,-1,-6,-1,-2,-2,-10,7,-5,138
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,1,8,138,Stop,-1,-6,-1,-2,-2,-10,7,-5,137
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,0,8,137,Stop,-1,-6,-1,-2,-2,-10,7,-5,136
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,1,8,136,Stop,-1,-6,-1,-2,-2,-10,7,-5,135
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,1,8,135,Stop,-1,-6,-1,-2,-2,-10,7,-5,134
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,1,8,134,West,-1,-6,-1,-2,-2,-10,7,-5,133
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,133,East,0,-6,0,-2,-1,-10,8,-5,132
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,1,8,132,Stop,-1,-6,-1,-2,-2,-10,7,-5,131
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,1,8,131,Stop,-1,-6,-1,-2,-2,-10,7,-5,130
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,1,8,130,Stop,-1,-6,-1,-2,-2,-10,7,-5,129
7,11,1,1,0,0,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,12,0,0,8,129,West,-1,-6,-1,-2,-2,-10,7,-5,128
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,128,South,0,-6,0,-2,-1,-10,8,-5,127
6,10,1,0,1,1,True,True,False,True,6,5,6,9,5,1,14,6,5,1,0,12,0,1,8,127,West,0,-5,0,-1,-1,-9,8,-4,126
5,10,0,1,1,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,126,East,1,-5,1,-1,0,-9,9,-4,125
6,10,1,0,1,1,True,True,False,True,6,5,6,9,5,1,14,6,5,1,0,12,0,1,8,125,North,0,-5,0,-1,-1,-9,8,-4,124
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,124,South,0,-6,0,-2,-1,-10,8,-5,123
6,10,1,0,1,1,True,True,False,True,6,5,6,9,5,1,14,6,5,1,0,12,0,1,8,123,Stop,0,-5,0,-1,-1,-9,8,-4,122
6,10,1,0,1,1,True,True,False,True,6,5,6,9,5,1,14,6,5,1,0,12,0,1,8,122,North,0,-5,0,-1,-1,-9,8,-4,121
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,0,9,121,South,0,-6,0,-2,-1,-10,8,-5,120
6,10,1,0,1,1,True,True,False,True,6,5,6,9,5,1,14,6,5,1,0,12,0,1,8,120,North,0,-5,0,-1,-1,-9,8,-4,119
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,119,Stop,0,-6,0,-2,-1,-10,8,-5,118
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,118,Stop,0,-6,0,-2,-1,-10,8,-5,117
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,117,Stop,0,-6,0,-2,-1,-10,8,-5,116
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,116,South,0,-6,0,-2,-1,-10,8,-5,115
6,10,1,0,1,1,True,True,False,True,6,5,6,9,5,1,14,6,5,1,0,12,0,1,8,115,West,0,-5,0,-1,-1,-9,8,-4,114
5,10,0,1,1,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,114,Stop,1,-5,1,-1,0,-9,9,-4,113
5,10,0,1,1,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,0,9,113,East,1,-5,1,-1,0,-9,9,-4,112
6,10,1,0,1,1,True,True,False,True,6,5,6,9,5,1,14,6,5,1,0,12,0,1,8,112,North,0,-5,0,-1,-1,-9,8,-4,111
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,111,West,0,-6,0,-2,-1,-10,8,-5,110
5,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,14,0,1,10,110,East,1,-6,1,-2,0,-10,9,-5,109
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,109,Stop,0,-6,0,-2,-1,-10,8,-5,108
6,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,108,West,0,-6,0,-2,-1,-10,8,-5,107
5,11,1,1,0,1,True,True,False,True,6,5,6,9,5,1,14,6,7,3,0,14,0,1,10,107,South,1,-6,1,-2,0,-10,9,-5,106
5,10,0,1,1,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,1,9,106,Stop,1,-5,1,-1,0,-9,9,-4,105
5,10,0,1,1,1,True,True,False,True,6,5,6,9,5,1,14,6,6,2,0,13,0,0,9,105,South,1,-5,1,-1,0,-9,9,-4,104
5,9,1,1,1,1,True,True,False,True,6,5,6,9,5,1,14,6,5,1,0,12,0,0,8,104,East,1,-4,1,0,0,-8,9,-3,303
6,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,0,7,303,South,0,-4,-3,-8,-1,-8,8,-3,302
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,0,6,302,South,0,-3,-3,-7,-1,-7,8,-2,301
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,301,West,0,-2,-3,-6,-1,-6,8,-1,300
5,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,300,East,1,-2,-2,-6,0,-6,9,-1,299
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,299,West,0,-2,-3,-6,-1,-6,8,-1,298
5,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,298,North,1,-2,-2,-6,0,-6,9,-1,297
5,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,297,West,1,-3,-2,-7,0,-7,9,-2,296
4,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,296,West,2,-3,-1,-7,1,-7,10,-2,295
3,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,295,West,3,-3,0,-7,2,-7,11,-2,294
2,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,0,10,294,West,4,-3,1,-7,3,-7,12,-2,293
1,8,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,293,Stop,5,-3,2,-7,4,-7,13,-2,292
1,8,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,292,East,5,-3,2,-7,4,-7,13,-2,291
2,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,291,West,4,-3,1,-7,3,-7,12,-2,290
1,8,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,290,East,5,-3,2,-7,4,-7,13,-2,289
2,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,289,South,4,-3,1,-7,3,-7,12,-2,288
2,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,288,Stop,4,-2,1,-6,3,-6,12,-1,287
2,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,287,West,4,-2,1,-6,3,-6,12,-1,286
1,7,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,0,10,286,Stop,5,-2,2,-6,4,-6,13,-1,285
1,7,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,285,Stop,5,-2,2,-6,4,-6,13,-1,284
1,7,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,284,North,5,-2,2,-6,4,-6,13,-1,283
1,8,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,283,North,5,-3,2,-7,4,-7,13,-2,282
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,282,East,5,-4,2,-8,4,-8,13,-3,281
2,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,281,Stop,4,-4,1,-8,3,-8,12,-3,280
2,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,280,East,4,-4,1,-8,3,-8,12,-3,279
3,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,279,West,3,-4,0,-8,2,-8,11,-3,278
2,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,0,11,278,Stop,4,-4,1,-8,3,-8,12,-3,277
2,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,277,Stop,4,-4,1,-8,3,-8,12,-3,276
2,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,276,West,4,-4,1,-8,3,-8,12,-3,275
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,275,North,5,-4,2,-8,4,-8,13,-3,274
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,274,South,5,-5,2,-9,4,-9,13,-4,273
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,273,North,5,-4,2,-8,4,-8,13,-3,272
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,272,North,5,-5,2,-9,4,-9,13,-4,271
1,11,0,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,11,0,0,18,0,1,14,271,Stop,5,-6,2,-10,4,-10,13,-5,270
1,11,0,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,11,0,0,18,0,0,14,270,Stop,5,-6,2,-10,4,-10,13,-5,269
1,11,0,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,11,0,0,18,0,1,14,269,South,5,-6,2,-10,4,-10,13,-5,268
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,268,Stop,5,-5,2,-9,4,-9,13,-4,267
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,267,Stop,5,-5,2,-9,4,-9,13,-4,266
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,266,South,5,-5,2,-9,4,-9,13,-4,265
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,265,East,5,-4,2,-8,4,-8,13,-3,264
2,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,264,Stop,4,-4,1,-8,3,-8,12,-3,263
2,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,263,Stop,4,-4,1,-8,3,-8,12,-3,262
2,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,0,11,262,West,4,-4,1,-8,3,-8,12,-3,261
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,261,Stop,5,-4,2,-8,4,-8,13,-3,260
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,260,South,5,-4,2,-8,4,-8,13,-3,259
1,8,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,259,East,5,-3,2,-7,4,-7,13,-2,258
2,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,258,West,4,-3,1,-7,3,-7,12,-2,257
1,8,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,257,North,5,-3,2,-7,4,-7,13,-2,256
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,256,North,5,-4,2,-8,4,-8,13,-3,255
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,255,Stop,5,-5,2,-9,4,-9,13,-4,254
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,0,13,254,Stop,5,-5,2,-9,4,-9,13,-4,253
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,253,Stop,5,-5,2,-9,4,-9,13,-4,252
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,252,Stop,5,-5,2,-9,4,-9,13,-4,251
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,251,Stop,5,-5,2,-9,4,-9,13,-4,250
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,250,South,5,-5,2,-9,4,-9,13,-4,249
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,249,Stop,5,-4,2,-8,4,-8,13,-3,248
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,248,North,5,-4,2,-8,4,-8,13,-3,247
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,247,South,5,-5,2,-9,4,-9,13,-4,246
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,0,12,246,Stop,5,-4,2,-8,4,-8,13,-3,245
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,245,North,5,-4,2,-8,4,-8,13,-3,244
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,244,Stop,5,-5,2,-9,4,-9,13,-4,243
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,243,Stop,5,-5,2,-9,4,-9,13,-4,242
1,10,0,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,10,0,0,17,0,1,13,242,South,5,-5,2,-9,4,-9,13,-4,241
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,241,East,5,-4,2,-8,4,-8,13,-3,240
2,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,240,East,4,-4,1,-8,3,-8,12,-3,239
3,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,239,East,3,-4,0,-8,2,-8,11,-3,238
4,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,0,9,238,Stop,2,-4,-1,-8,1,-8,10,-3,237
4,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,237,West,2,-4,-1,-8,1,-8,10,-3,236
3,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,236,South,3,-4,0,-8,2,-8,11,-3,235
3,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,235,East,3,-3,0,-7,2,-7,11,-2,234
4,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,234,West,2,-3,-1,-7,1,-7,10,-2,233
3,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,233,East,3,-3,0,-7,2,-7,11,-2,232
4,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,232,West,2,-3,-1,-7,1,-7,10,-2,231
3,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,231,South,3,-3,0,-7,2,-7,11,-2,230
3,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,0,8,230,West,3,-2,0,-6,2,-6,11,-1,229
2,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,229,West,4,-2,1,-6,3,-6,12,-1,228
1,7,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,228,North,5,-2,2,-6,4,-6,13,-1,227
1,8,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,227,North,5,-3,2,-7,4,-7,13,-2,226
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,226,Stop,5,-4,2,-8,4,-8,13,-3,225
1,9,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,9,0,0,16,0,1,12,225,East,5,-4,2,-8,4,-8,13,-3,224
2,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,8,0,0,15,0,1,11,224,East,4,-4,1,-8,3,-8,12,-3,223
3,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,223,South,3,-4,0,-8,2,-8,11,-3,222
3,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,0,9,222,West,3,-3,0,-7,2,-7,11,-2,221
2,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,0,10,221,East,4,-3,1,-7,3,-7,12,-2,220
3,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,0,9,220,East,3,-3,0,-7,2,-7,11,-2,219
4,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,0,8,219,East,2,-3,-1,-7,1,-7,10,-2,218
5,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,0,7,218,East,1,-3,-2,-7,0,-7,9,-2,217
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,0,6,217,South,0,-3,-3,-7,-1,-7,8,-2,216
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,216,Stop,0,-2,-3,-6,-1,-6,8,-1,215
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,215,North,0,-2,-3,-6,-1,-6,8,-1,214
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,214,North,0,-3,-3,-7,-1,-7,8,-2,213
6,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,213,West,0,-4,-3,-8,-1,-8,8,-3,212
5,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,212,East,1,-4,-2,-8,0,-8,9,-3,211
6,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,211,North,0,-4,-3,-8,-1,-8,8,-3,210
6,10,1,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,210,West,0,-5,-3,-9,-1,-9,8,-4,209
5,10,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,0,9,209,Stop,1,-5,-2,-9,0,-9,9,-4,208
5,10,0,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,208,North,1,-5,-2,-9,0,-9,9,-4,207
5,11,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,7,0,0,14,0,1,10,207,East,1,-6,-2,-10,0,-10,9,-5,206
6,11,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,206,Stop,0,-6,-3,-10,-1,-10,8,-5,205
6,11,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,205,Stop,0,-6,-3,-10,-1,-10,8,-5,204
6,11,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,13,0,1,9,204,South,0,-6,-3,-10,-1,-10,8,-5,203
6,10,1,0,1,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,12,0,1,8,203,South,0,-5,-3,-9,-1,-9,8,-4,202
6,9,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,202,South,0,-4,-3,-8,-1,-8,8,-3,201
6,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,0,6,201,South,0,-3,-3,-7,-1,-7,8,-2,200
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,200,East,0,-2,-3,-6,-1,-6,8,-1,199
7,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,8,0,1,4,199,West,-1,-2,-4,-6,-2,-6,7,-1,198
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,198,West,0,-2,-3,-6,-1,-6,8,-1,197
5,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,197,Stop,1,-2,-2,-6,0,-6,9,-1,196
5,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,196,North,1,-2,-2,-6,0,-6,9,-1,195
5,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,11,0,1,7,195,South,1,-3,-2,-7,0,-7,9,-2,194
5,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,1,6,194,Stop,1,-2,-2,-6,0,-6,9,-1,193
5,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,10,0,0,6,193,East,1,-2,-2,-6,0,-6,9,-1,192
6,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,2,0,0,9,0,1,5,192,East,0,-2,-3,-6,-1,-6,8,-1,191
7,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,8,0,1,4,191,North,-1,-2,-4,-6,-2,-6,7,-1,190
7,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,9,0,1,5,190,North,-1,-3,-4,-7,-2,-7,7,-2,189
7,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,10,0,1,6,189,East,-1,-4,-4,-8,-2,-8,7,-3,188
8,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,6,0,0,9,0,1,5,188,West,-2,-4,-5,-8,-3,-8,6,-3,187
7,9,1,1,0,1,True,False,False,True,6,5,3,1,5,1,14,6,5,0,0,10,0,1,6,187,South,-1,-4,-4,-8,-2,-8,7,-3,186
7,8,1,1,1,1,True,False,False,True,6,5,3,1,5,1,14,6,4,0,0,9,0,1,5,186,South,-1,-3,-4,-7,-2,-7,7,-2,185
7,7,1,1,1,0,True,False,False,True,6,5,3,1,5,1,14,6,3,0,0,8,0,0,4,185,West,-1,-2,-4,-6,-2,-6,7,-1,184
